Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	1.482666667	21539.062	24000.000	23718.750	
2	Spectrogram 1	1	0.437333333	0.640000000	1757.812	2695.312	2156.250	Leptodactylus_fuscus
3	Spectrogram 1	1	1.600000000	1.728000000	4593.750	4992.188	4968.750	
4	Spectrogram 1	1	1.738666667	2.336000000	22406.250	24000.000	23812.500	
5	Spectrogram 1	1	1.760000000	1.952000000	1921.875	2671.875	2156.250	Leptodactylus_fuscus
6	Spectrogram 1	1	2.421333333	2.869333333	1757.812	2765.625	2156.250	Leptodactylus_fuscus
7	Spectrogram 1	1	3.146666667	4.330666667	1875.000	2671.875	2250.000	
8	Spectrogram 1	1	3.296000000	3.520000000	351.562	984.375	468.750	
9	Spectrogram 1	1	4.298666667	4.416000000	4710.938	5132.812	5062.500	
10	Spectrogram 1	1	4.917333333	5.269333333	1640.625	2671.875	2531.250	
11	Spectrogram 1	1	5.824000000	6.016000000	2015.625	2718.750	2156.250	
12	Spectrogram 1	1	5.920000000	6.005333333	4687.500	5273.438	5156.250	
13	Spectrogram 1	1	6.293333333	6.410666667	4687.500	5250.000	5156.250	
14	Spectrogram 1	1	6.496000000	6.986666667	1523.438	2765.625	2531.250	
15	Spectrogram 1	1	7.210666667	7.466666667	445.312	1335.938	750.000	
16	Spectrogram 1	1	9.397333333	9.536000000	2039.062	2484.375	2156.250	
17	Spectrogram 1	1	9.845333333	9.984000000	1710.938	2695.312	2156.250	Leptodactylus_fuscus
18	Spectrogram 1	1	10.336000000	10.517333333	1687.500	2765.625	2156.250	Leptodactylus_fuscus
19	Spectrogram 1	1	10.624000000	10.720000000	4617.188	5109.375	5062.500	
20	Spectrogram 1	1	12.000000000	12.138666667	4687.500	5085.938	5062.500	
21	Spectrogram 1	1	12.469333333	12.896000000	2015.625	2718.750	2625.000	
22	Spectrogram 1	1	13.578666667	13.877333333	585.938	1007.812	843.750	
23	Spectrogram 1	1	13.770666667	13.984000000	22757.812	23718.750	23531.250	
24	Spectrogram 1	1	13.866666667	14.048000000	2015.625	2695.312	2250.000	
25	Spectrogram 1	1	14.080000000	14.592000000	22992.188	23976.562	23812.500	
26	Spectrogram 1	1	14.720000000	15.093333333	10007.812	10359.375	10312.500	
27	Spectrogram 1	1	14.837333333	15.125333333	1523.438	2718.750	2531.250	
28	Spectrogram 1	1	15.061333333	15.178666667	20601.562	21093.750	20906.250	
29	Spectrogram 1	1	15.392000000	15.552000000	1757.812	2765.625	2156.250	Leptodactylus_fuscus
30	Spectrogram 1	1	15.424000000	15.616000000	4664.062	5156.250	5156.250	
31	Spectrogram 1	1	15.872000000	16.074666667	4687.500	5203.125	5156.250	
32	Spectrogram 1	1	16.405333333	16.757333333	609.375	960.938	750.000	
33	Spectrogram 1	1	16.416000000	16.554666667	4687.500	5085.938	5062.500	
34	Spectrogram 1	1	16.426666667	16.522666667	22593.750	23273.438	23156.250	
35	Spectrogram 1	1	16.533333333	16.736000000	1945.312	2765.625	2250.000	Leptodactylus_fuscus
36	Spectrogram 1	1	16.938666667	17.258666667	21703.125	22804.688	22406.250	
37	Spectrogram 1	1	17.418666667	17.578666667	1945.312	2671.875	2250.000	Leptodactylus_fuscus
38	Spectrogram 1	1	17.493333333	17.632000000	4687.500	5296.875	5156.250	
39	Spectrogram 1	1	17.536000000	17.621333333	22031.250	23976.562	23812.500	
40	Spectrogram 1	1	17.898666667	18.293333333	1617.188	2742.188	2531.250	
41	Spectrogram 1	1	17.984000000	18.154666667	4148.438	4453.125	4312.500	
42	Spectrogram 1	1	18.176000000	18.304000000	4640.625	5226.562	5062.500	
43	Spectrogram 1	1	18.677333333	18.794666667	4546.875	5015.625	4968.750	
44	Spectrogram 1	1	18.901333333	19.018666667	2062.500	2648.438	2250.000	Leptodactylus_fuscus
45	Spectrogram 1	1	19.626666667	19.840000000	1968.750	2695.312	2250.000	Leptodactylus_fuscus
46	Spectrogram 1	1	19.808000000	21.194666667	22640.625	24000.000	23906.250	
47	Spectrogram 1	1	20.160000000	20.309333333	1828.125	2765.625	2250.000	Leptodactylus_fuscus
48	Spectrogram 1	1	20.725333333	20.906666667	1968.750	2765.625	2250.000	Leptodactylus_fuscus
49	Spectrogram 1	1	21.461333333	21.568000000	2085.938	2695.312	2250.000	
50	Spectrogram 1	1	21.696000000	22.208000000	1570.312	2695.312	2531.250	
51	Spectrogram 1	1	22.901333333	23.402666667	1125.000	2695.312	2156.250	Leptodactylus_fuscus
52	Spectrogram 1	1	23.552000000	23.722666667	1640.625	2742.188	2250.000	Leptodactylus_fuscus
53	Spectrogram 1	1	24.192000000	24.341333333	1921.875	2742.188	2250.000	Leptodactylus_fuscus
54	Spectrogram 1	1	24.810666667	24.960000000	1851.562	2789.062	2156.250	Leptodactylus_fuscus
55	Spectrogram 1	1	25.386666667	25.674666667	1664.062	2695.312	2250.000	Leptodactylus_fuscus
56	Spectrogram 1	1	25.664000000	26.208000000	10078.125	11250.000	10875.000	
