Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.160000000	22265.625	24000.000	23343.750	
2	Spectrogram 1	1	0.010666667	0.128000000	5531.250	5976.562	5625.000	
3	Spectrogram 1	1	0.010666667	0.170666667	2765.625	3257.812	3187.500	
4	Spectrogram 1	1	0.288000000	0.757333333	22640.625	23367.188	22875.000	
5	Spectrogram 1	1	0.298666667	0.821333333	2601.562	3281.250	3187.500	
6	Spectrogram 1	1	0.437333333	0.576000000	23531.250	24000.000	23718.750	
7	Spectrogram 1	1	0.469333333	0.608000000	5625.000	6140.625	5625.000	
8	Spectrogram 1	1	0.629333333	0.800000000	820.312	1265.625	1125.000	
9	Spectrogram 1	1	0.896000000	1.290666667	5531.250	6000.000	5625.000	
10	Spectrogram 1	1	1.322666667	1.514666667	820.312	1359.375	1125.000	
11	Spectrogram 1	1	1.813333333	2.058666667	2765.625	3281.250	3187.500	
12	Spectrogram 1	1	2.058666667	2.421333333	5578.125	5976.562	5625.000	
13	Spectrogram 1	1	2.112000000	2.304000000	796.875	1359.375	1125.000	Leptodactylus_fragilis
14	Spectrogram 1	1	2.122666667	2.773333333	22171.875	24000.000	23625.000	
15	Spectrogram 1	1	2.314666667	2.592000000	2765.625	3281.250	3187.500	
16	Spectrogram 1	1	2.634666667	3.008000000	2601.562	3304.688	3187.500	
17	Spectrogram 1	1	2.645333333	2.784000000	5695.312	6164.062	5812.500	
18	Spectrogram 1	1	2.858666667	3.477333333	22617.188	23390.625	23062.500	
19	Spectrogram 1	1	2.880000000	3.349333333	5695.312	6046.875	5718.750	
20	Spectrogram 1	1	3.029333333	3.232000000	796.875	1382.812	1125.000	Leptodactylus_fragilis
21	Spectrogram 1	1	3.530666667	3.690666667	2765.625	3070.312	3000.000	
22	Spectrogram 1	1	3.744000000	4.256000000	2531.250	3304.688	3000.000	Dendropsophus_microcephalus
23	Spectrogram 1	1	3.765333333	3.957333333	820.312	1382.812	1125.000	Leptodactylus_fragilis
24	Spectrogram 1	1	3.925333333	4.096000000	5648.438	6328.125	5718.750	
25	Spectrogram 1	1	4.320000000	4.682666667	5695.312	6000.000	5718.750	
26	Spectrogram 1	1	4.437333333	4.650666667	820.312	1382.812	1125.000	Leptodactylus_fragilis
27	Spectrogram 1	1	4.896000000	5.248000000	375.000	820.312	468.750	
28	Spectrogram 1	1	5.397333333	5.770666667	398.438	1382.812	562.500	Leptodactylus_fragilis
29	Spectrogram 1	1	5.610666667	6.112000000	5625.000	6304.688	5906.250	
30	Spectrogram 1	1	5.802666667	6.762666667	22265.625	24000.000	23156.250	
31	Spectrogram 1	1	5.813333333	5.984000000	2531.250	3164.062	2906.250	Dendropsophus_microcephalus
