Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	14.282666667	6093.750	6445.312	6281.250	
2	Spectrogram 1	1	0.053333333	0.160000000	1429.688	1968.750	1781.250	
3	Spectrogram 1	1	0.074666667	0.202666667	3187.500	5296.875	5250.000	
4	Spectrogram 1	1	1.738666667	1.877333333	3750.000	5156.250	5156.250	
5	Spectrogram 1	1	2.336000000	2.602666667	8132.812	11695.312	9843.750	
6	Spectrogram 1	1	2.336000000	2.624000000	1429.688	5554.688	2625.000	
7	Spectrogram 1	1	2.965333333	3.114666667	3468.750	5296.875	4406.250	
8	Spectrogram 1	1	3.370666667	3.466666667	4242.188	4757.812	4406.250	
9	Spectrogram 1	1	3.936000000	4.085333333	2109.375	5390.625	3750.000	
10	Spectrogram 1	1	3.957333333	4.064000000	10031.250	11460.938	10500.000	
11	Spectrogram 1	1	4.416000000	4.565333333	4359.375	4734.375	4593.750	
12	Spectrogram 1	1	5.376000000	5.536000000	3468.750	5203.125	4406.250	
13	Spectrogram 1	1	6.154666667	6.325333333	4664.062	5273.438	4781.250	
14	Spectrogram 1	1	6.549333333	6.837333333	3421.875	5414.062	4500.000	
15	Spectrogram 1	1	6.549333333	6.816000000	1593.750	3304.688	1781.250	
16	Spectrogram 1	1	6.677333333	6.826666667	10429.688	11484.375	10781.250	
17	Spectrogram 1	1	6.954666667	7.157333333	4101.562	5343.750	4968.750	
18	Spectrogram 1	1	6.965333333	7.114666667	2882.812	3726.562	3093.750	
19	Spectrogram 1	1	7.242666667	7.541333333	2460.938	5343.750	4968.750	
20	Spectrogram 1	1	7.360000000	7.541333333	10101.562	11554.688	10125.000	
21	Spectrogram 1	1	7.360000000	7.445333333	1406.250	2179.688	1781.250	
22	Spectrogram 1	1	7.669333333	7.765333333	4218.750	5273.438	5062.500	
23	Spectrogram 1	1	8.192000000	8.288000000	3820.312	5250.000	4031.250	
24	Spectrogram 1	1	8.618666667	8.714666667	4312.500	5296.875	5250.000	
25	Spectrogram 1	1	15.658666667	15.744000000	4546.875	5156.250	5156.250	
26	Spectrogram 1	1	18.048000000	18.154666667	1851.562	2367.188	1968.750	
27	Spectrogram 1	1	18.250666667	24.320000000	632.812	5437.500	2531.250	
28	Spectrogram 1	1	21.216000000	21.514666667	4453.125	5320.312	4875.000	
29	Spectrogram 1	1	21.781333333	30.346666667	6070.312	6445.312	6187.500	
30	Spectrogram 1	1	22.090666667	22.197333333	4359.375	5390.625	5343.750	
31	Spectrogram 1	1	22.314666667	22.421333333	4242.188	5320.312	5156.250	
32	Spectrogram 1	1	22.997333333	23.296000000	4476.562	5343.750	4593.750	
33	Spectrogram 1	1	23.189333333	23.317333333	3656.250	4312.500	3937.500	
34	Spectrogram 1	1	23.445333333	23.562666667	4523.438	5320.312	5156.250	
35	Spectrogram 1	1	23.701333333	23.808000000	4523.438	5273.438	4781.250	
36	Spectrogram 1	1	23.936000000	24.064000000	4453.125	5296.875	5250.000	
37	Spectrogram 1	1	24.970666667	25.088000000	3023.438	5343.750	4875.000	
38	Spectrogram 1	1	24.981333333	25.109333333	10054.688	11601.562	10593.750	
39	Spectrogram 1	1	25.546666667	25.962666667	1617.188	5437.500	3937.500	
40	Spectrogram 1	1	25.589333333	25.898666667	9843.750	11671.875	9937.500	
41	Spectrogram 1	1	25.632000000	25.888000000	8156.250	8718.750	8531.250	
42	Spectrogram 1	1	26.432000000	26.613333333	4617.188	4968.750	4687.500	
43	Spectrogram 1	1	27.648000000	27.786666667	2484.375	5132.812	2812.500	
44	Spectrogram 1	1	28.341333333	28.544000000	2414.062	5414.062	4218.750	
45	Spectrogram 1	1	28.384000000	28.512000000	10171.875	11414.062	10218.750	
46	Spectrogram 1	1	29.013333333	29.141333333	3820.312	5296.875	4406.250	
47	Spectrogram 1	1	29.706666667	29.984000000	2695.312	5367.188	5156.250	
48	Spectrogram 1	1	29.728000000	29.845333333	10125.000	11414.062	10968.750	
49	Spectrogram 1	1	29.909333333	30.005333333	2203.125	3562.500	2343.750	
50	Spectrogram 1	1	30.528000000	30.602666667	4359.375	5132.812	4500.000	
