Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.181333333	6421.875	6937.500	6843.750	
2	Spectrogram 1	1	0.277333333	0.437333333	6468.750	6960.938	6843.750	
3	Spectrogram 1	1	0.586666667	0.736000000	6445.312	6914.062	6843.750	
4	Spectrogram 1	1	0.885333333	1.056000000	6421.875	6937.500	6843.750	
5	Spectrogram 1	1	0.906666667	1.269333333	8859.375	9328.125	9093.750	
6	Spectrogram 1	1	1.184000000	1.344000000	6445.312	6914.062	6750.000	
7	Spectrogram 1	1	1.301333333	1.696000000	5742.188	6937.500	6843.750	
8	Spectrogram 1	1	1.834666667	1.973333333	6421.875	6937.500	6843.750	
9	Spectrogram 1	1	2.069333333	2.208000000	6445.312	6914.062	6843.750	
10	Spectrogram 1	1	2.389333333	2.517333333	6398.438	6937.500	6843.750	
11	Spectrogram 1	1	2.837333333	3.008000000	6421.875	6960.938	6843.750	
12	Spectrogram 1	1	3.136000000	3.285333333	6445.312	6937.500	6843.750	
13	Spectrogram 1	1	3.434666667	3.605333333	6421.875	6937.500	6843.750	
14	Spectrogram 1	1	3.488000000	3.786666667	703.125	1289.062	1125.000	
15	Spectrogram 1	1	3.765333333	3.936000000	6421.875	6914.062	6750.000	
16	Spectrogram 1	1	4.064000000	4.245333333	6375.000	6960.938	6750.000	
17	Spectrogram 1	1	4.373333333	4.565333333	6421.875	6937.500	6750.000	
18	Spectrogram 1	1	4.650666667	4.853333333	1007.812	2742.188	2343.750	
19	Spectrogram 1	1	4.704000000	4.853333333	6398.438	6960.938	6843.750	
20	Spectrogram 1	1	4.970666667	5.130666667	6445.312	6937.500	6843.750	
21	Spectrogram 1	1	5.173333333	5.685333333	1875.000	2835.938	2250.000	
22	Spectrogram 1	1	5.248000000	5.418666667	6445.312	6937.500	6750.000	
23	Spectrogram 1	1	5.482666667	5.653333333	16265.625	16687.500	16687.500	
24	Spectrogram 1	1	5.536000000	5.706666667	6445.312	6960.938	6843.750	
25	Spectrogram 1	1	5.930666667	6.293333333	1710.938	2765.625	2343.750	
26	Spectrogram 1	1	5.994666667	6.218666667	6070.312	6984.375	6843.750	
27	Spectrogram 1	1	6.368000000	7.904000000	750.000	2859.375	2156.250	
28	Spectrogram 1	1	6.474666667	6.677333333	6375.000	7171.875	6843.750	
29	Spectrogram 1	1	6.933333333	7.125333333	4101.562	4570.312	4125.000	
30	Spectrogram 1	1	6.944000000	7.370666667	5882.812	7078.125	6843.750	
31	Spectrogram 1	1	8.320000000	8.448000000	6750.000	7171.875	7031.250	
32	Spectrogram 1	1	8.682666667	8.832000000	4898.438	6210.938	5718.750	
33	Spectrogram 1	1	8.746666667	8.896000000	6773.438	7242.188	7218.750	
34	Spectrogram 1	1	9.525333333	9.941333333	9421.875	10148.438	9562.500	
35	Spectrogram 1	1	9.632000000	9.824000000	1171.875	2671.875	1406.250	
36	Spectrogram 1	1	9.642666667	9.749333333	4242.188	5812.500	4312.500	
37	Spectrogram 1	1	9.696000000	9.834666667	6679.688	7054.688	6937.500	
38	Spectrogram 1	1	10.026666667	10.336000000	1289.062	2671.875	1781.250	
39	Spectrogram 1	1	10.154666667	10.581333333	9773.438	10289.062	9937.500	
40	Spectrogram 1	1	10.410666667	10.592000000	6703.125	7218.750	7218.750	
41	Spectrogram 1	1	10.581333333	10.709333333	1406.250	2250.000	1687.500	
42	Spectrogram 1	1	10.848000000	11.082666667	1429.688	2320.312	2250.000	
43	Spectrogram 1	1	11.136000000	11.328000000	4101.562	4570.312	4125.000	
44	Spectrogram 1	1	11.477333333	11.648000000	1406.250	2320.312	1875.000	
45	Spectrogram 1	1	11.712000000	11.989333333	1335.938	2695.312	1687.500	
46	Spectrogram 1	1	14.090666667	14.208000000	4078.125	4593.750	4218.750	
47	Spectrogram 1	1	14.698666667	14.912000000	11554.688	12023.438	11812.500	
48	Spectrogram 1	1	15.189333333	15.349333333	11929.688	12632.812	12093.750	
49	Spectrogram 1	1	15.349333333	15.488000000	4101.562	4570.312	4125.000	
50	Spectrogram 1	1	15.498666667	15.808000000	12117.188	12609.375	12281.250	
51	Spectrogram 1	1	16.746666667	16.874666667	4101.562	4570.312	4218.750	
52	Spectrogram 1	1	17.056000000	17.184000000	4148.438	4570.312	4218.750	
53	Spectrogram 1	1	17.376000000	20.160000000	10546.875	13570.312	10781.250	
54	Spectrogram 1	1	18.357333333	18.474666667	4335.938	5601.562	4593.750	
55	Spectrogram 1	1	18.986666667	19.114666667	4101.562	4593.750	4218.750	
56	Spectrogram 1	1	19.392000000	19.562666667	4125.000	4593.750	4218.750	
57	Spectrogram 1	1	20.810666667	21.024000000	4078.125	4640.625	4218.750	
58	Spectrogram 1	1	22.698666667	22.837333333	4078.125	4617.188	4125.000	
59	Spectrogram 1	1	23.498666667	23.957333333	5671.875	6468.750	6187.500	
60	Spectrogram 1	1	24.181333333	24.266666667	1429.688	2062.500	1781.250	
61	Spectrogram 1	1	24.384000000	24.554666667	1453.125	2414.062	2343.750	
