Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	0.085333333	4031.250	5273.438	5156.250	
2	Spectrogram 1	1	0.661333333	1.557333333	8109.375	8742.188	8296.875	
3	Spectrogram 1	1	1.130666667	2.506666667	9351.562	10570.312	10125.000	
4	Spectrogram 1	1	1.301333333	1.472000000	15210.938	15585.938	15468.750	
5	Spectrogram 1	1	2.037333333	2.389333333	4078.125	5296.875	5062.500	
6	Spectrogram 1	1	2.474666667	3.082666667	8226.562	8671.875	8296.875	
7	Spectrogram 1	1	2.624000000	3.082666667	15234.375	15679.688	15421.875	
8	Spectrogram 1	1	3.882666667	4.650666667	8226.562	8625.000	8296.875	
9	Spectrogram 1	1	4.234666667	4.480000000	15210.938	15562.500	15468.750	
10	Spectrogram 1	1	4.714666667	5.226666667	2906.250	3726.562	3375.000	
11	Spectrogram 1	1	5.589333333	6.186666667	8109.375	8648.438	8296.875	
12	Spectrogram 1	1	6.389333333	6.741333333	375.000	984.375	468.750	
13	Spectrogram 1	1	7.008000000	7.210666667	421.875	1078.125	562.500	
14	Spectrogram 1	1	7.040000000	7.690666667	8109.375	8695.312	8343.750	
15	Spectrogram 1	1	7.488000000	7.669333333	421.875	1078.125	515.625	
16	Spectrogram 1	1	7.626666667	8.064000000	2718.750	5789.062	3656.250	
17	Spectrogram 1	1	7.829333333	8.352000000	9492.188	10312.500	9890.625	
18	Spectrogram 1	1	7.957333333	8.170666667	445.312	1101.562	984.375	
19	Spectrogram 1	1	8.746666667	9.504000000	8085.938	8671.875	8296.875	
20	Spectrogram 1	1	8.832000000	9.152000000	15117.188	15632.812	15328.125	
21	Spectrogram 1	1	8.853333333	8.970666667	9515.625	10289.062	9843.750	
22	Spectrogram 1	1	10.368000000	10.784000000	3984.375	5367.188	5109.375	
23	Spectrogram 1	1	10.378666667	11.349333333	328.125	726.562	562.500	Patagioenas_cayennensis
