Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.341333333	0.458666667	14835.938	15351.562	15000.000	
2	Spectrogram 1	1	1.301333333	1.738666667	22898.438	23296.875	23250.000	
3	Spectrogram 1	1	1.792000000	1.941333333	14742.188	15234.375	14812.500	
4	Spectrogram 1	1	1.962666667	2.144000000	3703.125	4007.812	3843.750	
5	Spectrogram 1	1	2.314666667	2.442666667	6421.875	7195.312	7031.250	
6	Spectrogram 1	1	2.442666667	2.581333333	22640.625	23250.000	22781.250	
7	Spectrogram 1	1	2.474666667	2.624000000	4804.688	5203.125	5062.500	
8	Spectrogram 1	1	2.570666667	2.688000000	6562.500	7382.812	7031.250	
9	Spectrogram 1	1	2.720000000	2.901333333	3656.250	3984.375	3843.750	
10	Spectrogram 1	1	2.794666667	2.901333333	6421.875	7171.875	7031.250	
11	Spectrogram 1	1	3.072000000	3.200000000	6585.938	7218.750	7031.250	
12	Spectrogram 1	1	3.221333333	3.349333333	11789.062	12187.500	12093.750	
13	Spectrogram 1	1	3.285333333	3.402666667	6398.438	7382.812	7031.250	
14	Spectrogram 1	1	3.509333333	3.637333333	6328.125	7171.875	7031.250	
15	Spectrogram 1	1	3.669333333	3.893333333	14906.250	15257.812	15000.000	
16	Spectrogram 1	1	3.765333333	4.096000000	6515.625	7218.750	7031.250	
17	Spectrogram 1	1	3.914666667	4.618666667	398.438	3187.500	3093.750	
18	Spectrogram 1	1	3.989333333	4.096000000	21140.625	22007.812	21187.500	
19	Spectrogram 1	1	4.202666667	4.288000000	4125.000	4757.812	4125.000	
20	Spectrogram 1	1	4.576000000	4.704000000	6609.375	7171.875	7031.250	
21	Spectrogram 1	1	5.002666667	5.152000000	6679.688	7382.812	7031.250	
22	Spectrogram 1	1	5.226666667	5.354666667	6703.125	7242.188	7031.250	
23	Spectrogram 1	1	5.280000000	6.933333333	328.125	3304.688	2437.500	
24	Spectrogram 1	1	5.450666667	5.546666667	6585.938	7148.438	7125.000	
25	Spectrogram 1	1	5.482666667	5.802666667	4148.438	5812.500	5062.500	
26	Spectrogram 1	1	5.738666667	6.016000000	22453.125	23953.125	22968.750	
27	Spectrogram 1	1	5.877333333	5.984000000	6656.250	7195.312	7031.250	
28	Spectrogram 1	1	6.090666667	6.186666667	6632.812	7335.938	7031.250	
29	Spectrogram 1	1	6.154666667	6.272000000	22148.438	22640.625	22593.750	
30	Spectrogram 1	1	6.272000000	6.410666667	6703.125	7171.875	7031.250	
31	Spectrogram 1	1	6.485333333	6.613333333	6632.812	7265.625	7031.250	
32	Spectrogram 1	1	6.698666667	6.816000000	6679.688	7148.438	7031.250	
33	Spectrogram 1	1	6.816000000	7.360000000	4289.062	5156.250	5062.500	
34	Spectrogram 1	1	6.912000000	7.029333333	6726.562	7195.312	7031.250	
35	Spectrogram 1	1	7.018666667	7.146666667	1617.188	2062.500	1875.000	
36	Spectrogram 1	1	7.114666667	7.232000000	6750.000	7242.188	7031.250	
37	Spectrogram 1	1	7.498666667	7.712000000	4218.750	4828.125	4312.500	
38	Spectrogram 1	1	8.256000000	8.725333333	843.750	1312.500	1031.250	
39	Spectrogram 1	1	8.362666667	8.469333333	6609.375	7125.000	7031.250	
40	Spectrogram 1	1	8.565333333	9.109333333	6351.562	7335.938	6937.500	
41	Spectrogram 1	1	8.874666667	9.120000000	3585.938	3960.938	3843.750	
42	Spectrogram 1	1	9.152000000	9.376000000	14601.562	15187.500	15000.000	
43	Spectrogram 1	1	9.205333333	9.322666667	6375.000	7125.000	7031.250	
44	Spectrogram 1	1	9.248000000	9.461333333	3679.688	5742.188	3843.750	
45	Spectrogram 1	1	9.408000000	9.770666667	5531.250	7078.125	7031.250	
46	Spectrogram 1	1	9.418666667	9.557333333	6328.125	7171.875	7031.250	
47	Spectrogram 1	1	9.568000000	9.664000000	22476.562	23132.812	23062.500	
48	Spectrogram 1	1	9.834666667	9.930666667	6351.562	7054.688	7031.250	
49	Spectrogram 1	1	9.920000000	10.314666667	14601.562	15843.750	14906.250	
50	Spectrogram 1	1	9.952000000	10.250666667	5460.938	5906.250	5906.250	
51	Spectrogram 1	1	10.005333333	10.144000000	6093.750	7429.688	7031.250	
52	Spectrogram 1	1	10.410666667	11.232000000	5882.812	7312.500	7031.250	
53	Spectrogram 1	1	10.634666667	10.901333333	23648.438	24000.000	23812.500	
54	Spectrogram 1	1	10.688000000	10.826666667	22898.438	23343.750	23156.250	
55	Spectrogram 1	1	10.794666667	10.954666667	8789.062	9187.500	9000.000	
56	Spectrogram 1	1	10.805333333	11.381333333	3609.375	3984.375	3843.750	
57	Spectrogram 1	1	11.306666667	11.445333333	6351.562	7078.125	7031.250	
58	Spectrogram 1	1	11.477333333	11.594666667	12445.312	13031.250	12937.500	
59	Spectrogram 1	1	11.872000000	12.213333333	5250.000	6117.188	6000.000	
60	Spectrogram 1	1	12.245333333	12.576000000	14671.875	15375.000	14718.750	
61	Spectrogram 1	1	12.469333333	12.608000000	4359.375	4828.125	4781.250	
62	Spectrogram 1	1	12.469333333	12.778666667	1828.125	2671.875	2531.250	
63	Spectrogram 1	1	12.501333333	12.682666667	820.312	1406.250	1125.000	
64	Spectrogram 1	1	12.512000000	12.693333333	4992.188	6000.000	5062.500	
65	Spectrogram 1	1	12.992000000	13.653333333	46.875	562.500	93.750	
66	Spectrogram 1	1	13.120000000	13.237333333	6562.500	7171.875	7031.250	
67	Spectrogram 1	1	13.152000000	13.429333333	5578.125	6117.188	6093.750	
68	Spectrogram 1	1	13.301333333	13.952000000	6351.562	7546.875	7031.250	
69	Spectrogram 1	1	13.450666667	13.600000000	4828.125	5320.312	5062.500	
70	Spectrogram 1	1	13.621333333	13.813333333	2226.562	2578.125	2531.250	
71	Spectrogram 1	1	13.941333333	14.080000000	6750.000	7453.125	7031.250	
72	Spectrogram 1	1	14.133333333	14.346666667	14882.812	15234.375	14906.250	
73	Spectrogram 1	1	14.570666667	14.698666667	6585.938	7125.000	7031.250	
74	Spectrogram 1	1	14.986666667	15.573333333	4242.188	7171.875	7031.250	
75	Spectrogram 1	1	15.018666667	15.317333333	187.500	585.938	187.500	
76	Spectrogram 1	1	15.402666667	15.530666667	6656.250	7218.750	6937.500	
77	Spectrogram 1	1	15.434666667	16.266666667	351.562	2765.625	468.750	
78	Spectrogram 1	1	15.594666667	15.754666667	5320.312	5859.375	5718.750	
79	Spectrogram 1	1	15.616000000	15.722666667	6445.312	7195.312	7031.250	
80	Spectrogram 1	1	15.712000000	16.597333333	4148.438	7078.125	7031.250	
81	Spectrogram 1	1	15.818666667	15.936000000	6656.250	7101.562	7031.250	
82	Spectrogram 1	1	15.829333333	16.266666667	3468.750	4007.812	3843.750	
83	Spectrogram 1	1	16.138666667	16.693333333	8812.500	9234.375	9187.500	
84	Spectrogram 1	1	16.426666667	16.565333333	6164.062	7078.125	7031.250	
85	Spectrogram 1	1	16.480000000	17.589333333	1101.562	2015.625	1312.500	Crypturellus_soui
86	Spectrogram 1	1	16.714666667	16.896000000	4617.188	5179.688	5062.500	
87	Spectrogram 1	1	17.184000000	17.344000000	4921.875	5273.438	5062.500	
88	Spectrogram 1	1	17.184000000	17.760000000	257.812	632.812	281.250	
89	Spectrogram 1	1	17.237333333	17.354666667	6492.188	7078.125	7031.250	
90	Spectrogram 1	1	17.429333333	17.578666667	6304.688	7453.125	7031.250	
91	Spectrogram 1	1	17.642666667	17.909333333	2085.938	2695.312	2531.250	
92	Spectrogram 1	1	17.664000000	17.813333333	4781.250	5203.125	5062.500	
93	Spectrogram 1	1	17.706666667	18.101333333	3656.250	3984.375	3843.750	
94	Spectrogram 1	1	17.888000000	18.208000000	6351.562	7195.312	7031.250	
95	Spectrogram 1	1	17.984000000	18.122666667	4242.188	4710.938	4593.750	
96	Spectrogram 1	1	18.293333333	18.602666667	6304.688	7359.375	7031.250	
97	Spectrogram 1	1	18.314666667	18.880000000	70.312	2789.062	93.750	
98	Spectrogram 1	1	18.421333333	18.890666667	4921.875	7125.000	7031.250	
99	Spectrogram 1	1	18.752000000	18.890666667	12820.312	13289.062	13031.250	
100	Spectrogram 1	1	18.901333333	19.018666667	6468.750	7148.438	7031.250	
101	Spectrogram 1	1	18.922666667	19.637333333	281.250	937.500	281.250	
102	Spectrogram 1	1	18.986666667	19.264000000	4968.750	5929.688	5062.500	
103	Spectrogram 1	1	19.104000000	19.210666667	6421.875	7171.875	7031.250	
104	Spectrogram 1	1	19.296000000	19.520000000	6375.000	7476.562	7031.250	
105	Spectrogram 1	1	19.509333333	19.829333333	3679.688	4007.812	3843.750	
106	Spectrogram 1	1	19.648000000	19.776000000	6445.312	7359.375	7031.250	
107	Spectrogram 1	1	20.256000000	20.384000000	6398.438	7171.875	7031.250	
108	Spectrogram 1	1	20.458666667	20.565333333	6398.438	7125.000	7031.250	
