Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Event
1	Spectrogram 1	1	0.010666667	1.002666667	2015.625	3585.938	3562.500	
2	Spectrogram 1	1	0.330666667	0.522666667	6960.938	7312.500	7218.750	
3	Spectrogram 1	1	0.330666667	0.853333333	3867.188	4781.250	3937.500	
4	Spectrogram 1	1	0.501333333	0.693333333	5390.625	5882.812	5625.000	
5	Spectrogram 1	1	0.810666667	0.938666667	16593.750	16992.188	16875.000	
6	Spectrogram 1	1	0.906666667	1.120000000	23601.562	24000.000	23906.250	
7	Spectrogram 1	1	0.917333333	1.024000000	20976.562	21515.625	21375.000	
8	Spectrogram 1	1	0.917333333	1.141333333	17906.250	18351.562	18187.500	
9	Spectrogram 1	1	0.928000000	1.098666667	14367.188	14718.750	14531.250	
10	Spectrogram 1	1	0.938666667	1.045333333	11789.062	12375.000	11906.250	
11	Spectrogram 1	1	0.992000000	1.098666667	4523.438	5203.125	5156.250	
12	Spectrogram 1	1	1.962666667	2.112000000	14320.312	14789.062	14437.500	
13	Spectrogram 1	1	1.973333333	2.122666667	23648.438	24000.000	23906.250	
14	Spectrogram 1	1	1.984000000	2.144000000	15281.250	15843.750	15562.500	
15	Spectrogram 1	1	2.368000000	2.624000000	7453.125	7898.438	7500.000	
16	Spectrogram 1	1	2.506666667	2.656000000	14367.188	14765.625	14625.000	
17	Spectrogram 1	1	2.602666667	2.730666667	6890.625	7289.062	7218.750	
18	Spectrogram 1	1	2.709333333	3.029333333	3421.875	3726.562	3562.500	
19	Spectrogram 1	1	3.402666667	3.530666667	4828.125	5273.438	5156.250	
20	Spectrogram 1	1	3.605333333	3.754666667	7593.750	7968.750	7781.250	
21	Spectrogram 1	1	3.637333333	3.829333333	15492.188	16429.688	15656.250	
22	Spectrogram 1	1	3.957333333	4.469333333	4500.000	5273.438	5156.250	
23	Spectrogram 1	1	4.064000000	4.341333333	2343.750	2929.688	2437.500	
24	Spectrogram 1	1	4.074666667	4.245333333	890.625	1382.812	1125.000	
25	Spectrogram 1	1	4.106666667	4.288000000	6750.000	7312.500	7218.750	
26	Spectrogram 1	1	4.117333333	4.288000000	15257.812	16031.250	15562.500	
